DNASource,BioSample,Identifer,Country,Year,Serovar,cgMLST,ST,ResistGene,Host,SampleSource
SRR5184156,SAMN06237833,FSIS1609415,USA,2016,,2228,321,"fosX, lin",,Environmental: non-food-contact surface
ERR2519539,SAMEA4584610,,Austria,2015,,2229,451,"abc-f, fosX, lin",Homo sapiens,
SRR1805488,SAMN03277674,NRRL B-33313,USA,2001,,2230,195,"fosX, lin",,Smoked ham
SRR1816077,SAMN03358004,BCW_4276,,,,2230,195,"fosX, lin",,
SRR1506610,SAMN02902345,PNUSAL000788,USA,2014,1/2b,2231,288,"fosX, lin",,Blood
SRR3112468,SAMN04331059,LiDS0003,Canada,2001,,2232,120,"abc-f, fosX, lin",Homo sapiens,Fluid - Cerebral spinal Fluid; Clinical; Human (Homo Sapiens); animal - cerebral spinal Fluid
ERR1817004,SAMEA72823168,19D06,New Zealand,2009,,2233,101,"abc-f, fosX, lin",,Factory - External Area
ERR1817009,SAMEA72824668,22A06,New Zealand,2009,,2233,101,"abc-f, fosX, lin",,Factory
ERR2520819,SAMEA4585753,,Belgium,2014,,2234,6,"fosX, lin",Homo sapiens,
SRR4255372,SAMN05788097,PNUSAL001917,USA,2015,,2235,199,"abc-f, fosX, lin, tet(M)",,Sponge
SRR6766617,SAMN08584213,PNUSAL003822,USA,2018,,2236,7,"abc-f, fosX, lin",,Blood
SRR6976819,SAMN08905176,PNUSAL003901,USA,2018,,2237,155,"fosX, lin",,Blood
SRR3126339,SAMN04438261,FSIS1605517,USA,2008,,2238,296,"fosX, lin",,Environmental: non-food-contact surface
ERR1599783,SAMEA4398559,SSI_AA241,Denmark,2014,,2239,8,"abc-f, fosX, lin",Homo sapiens,
SRR7167763,SAMN09211300,320267,United Kingdom,2016,1/2b,2240,5,"fosX, lin",Homo sapiens,Human
SRR3037440,SAMN04351217,PNUSAL001891,USA,2015,,2241,480,"abc-f, fosX, lin",,Sponge
SRR5085096,SAMN04417883,CFSAN044852,Italy,2006,,2242,193,"abc-f, fosX, lin",,Bovine cheese - blue cheese
ERR2522513,SAMEA4587307,,Poland,2014,,2243,8,"abc-f, fosX, lin",Homo sapiens,
SRR3099221,SAMN04009326,MF3949,Norway,2011,,2244,8,"abc-f, fosX, lin",,Salmon processing facility
SRR6798603,SAMN08630111,195655,United Kingdom,2015,4,2245,220,"fosX, lin",Homo sapiens,Human
ERR2135712,SAMEA104314877,,,,,2246,412,"abc-f, fosX, lin",,
ERR2135713,SAMEA104314878,,,,,2246,412,"abc-f, fosX, lin",,
ERR2135714,SAMEA104314879,,,,,2246,412,"abc-f, fosX, lin",,
ERR1600147,SAMEA4412893,,,,,2246,412,"abc-f, fosX, lin",,
SRR1207536,SAMN02567788,OSF007984,USA,2009,,2247,288,"fosX, lin",,Poultry (chicken)
SRR3108936,SAMN04331227,LiDS0181,Canada,2009,,2248,199,"abc-f, fosX, lin, tet(M)",,Solid - Food; Food; Raw Meat Products; Raw Meat (unprocessed) - Meat cuts or trim - beef; Raw
SRR2176188,SAMN04003039,PNUSAL001644,USA,2015,1/2a,2249,570,"abc-f, fosX, lin",,CSF
SRR5308055,SAMN06464672,J4501,USA,,,2250,321,"fosX, lin",,
SRR5133473,SAMN06175160,13B07019-13,USA,2013,,2251,296,"fosX, lin",,Herring filet in oil
ERR2522986,SAMEA4587781,,Slovenia,2014,,2252,155,"fosX, lin",Homo sapiens,
SRR7277877,SAMN09380504,548610,United Kingdom,2018,1/2a,2253,37,"abc-f, fosX, lin",Homo sapiens,Human
SRR4733515,SAMN05179385,C2010000502,USA,2009,,2254,7,"fosX, lin",,Frozen Hashbrowns
SRR1562112,SAMN03013665,PNUSAL000910,USA,2014,1/2b,2255,5,"fosX, lin",,Blood
SRR1562157,SAMN03013698,PNUSAL000957,USA,2014,4b,2256,382,"fosX, lin",,Blood
SRR1283117,SAMN02768787,PNUSAL000683,USA,,,2257,918,"abc-f, fosX, lin",,
SRR3021483,SAMN02923185,FDA710599 13-1,USA,2011,,2258,155,"fosX, lin",,Swab
SRR3021477,SAMN02923186,FDA710599 16-2,USA,2011,,2258,155,"fosX, lin",,Swab
ERR1738732,SAMEA4475836,08CEB286LM,France,2008,IIa,2259,20,"abc-f, fosX, lin",,Food
SRR6798191,SAMN08629736,PNUSAL003823,USA,2018,,2260,363,"fosX, lin",,Blood
SRR6484362,SAMN08374112,PNUSAL003744,USA,,,2261,688,"fosX, lin",,
SRR1016599,SAMN02383885,PNUSAL000309,USA,2013,4b,2262,824,"fosX, lin",,Blood
ERR2135563,SAMEA104314728,,,,,2263,124,"fosX, lin",,
ERR1600133,SAMEA4412879,,,,,2263,124,"fosX, lin",,
SRR2062914,SAMN03775264,PNUSAL001491,USA,2015,1/2b,2264,1074,"fosX, lin",,CSF
SRR4014545,SAMN05544783,NYaG16B08263-2,USA,2016,,2265,5,"fosX, lin",,
ERR2521930,SAMEA4586680,,Netherlands,2010,,2266,54,"fosX, lin",Homo sapiens,
ERR1100963,SAMEA3540870,LM07425,,,,2267,193,"abc-f, fosX, lin",,
SRR4341158,SAMN05859830,PNUSAL002509,USA,2016,,2268,376,"abc-f, fosX, lin",,Blood
SRR1481641,SAMN02769796,MOD1_LS885,USA,2014,1/2a,2269,29,"abc-f, fosX, lin",,Various pet food
SRR5714971,SAMN07257979,CFSAN064059,Mexico,2014,,2270,365,"abc-f, fosX, lin",,Fresh avocados
SRR5633011,SAMN03015645,FDA868939 S18-A,Mexico,2014,,2270,365,"abc-f, fosX, lin",,Fresh avocados
SRR5647003,SAMN03702803,TX-866425.COMP.4,USA,2014,,2271,363,"fosX, lin",,Avocado
SRR5647009,SAMN03702804,TX-866425.SUB.18,USA,2014,,2271,363,"fosX, lin",,Avocado
SRR1805430,SAMN03277647,NRRL B-33629,USA,2005,1/2a,2272,1076,"abc-f, fosX, lin",Homo sapiens,
SRR3224581,SAMN04549652,PNUSAL002077,USA,2016,1/2b,2273,87,"fosX, lin",,Abscess
SRR5927003,SAMN07498039,PNUSAL003219,USA,2017,,2274,368,"fosX, lin",,Blood
SRR1805361,SAMN03277692,NRRL B-33353,USA,2003,,2275,121,"fosX, lin",,Boneless ham
SRR1816085,SAMN03358012,BCW_4284,,,,2275,121,"fosX, lin",,
SRR5865506,SAMN07357539,FLAG-22451,USA,2002,,2276,635,"fosX, lin",,Cooked ham
ERR1738801,SAMEA4475924,12CEB857LM,France,2012,IIc,2277,9,"abc-f, fosX, lin",,Food
SRR1805509,SAMN03277805,NRRL B-57020,USA,,,2278,648,"fosX, lin",,Corn dogs
SRR3438058,SAMN04692187,CFSAN048707,USA,2016,,2279,288,"fosX, lin",,Summer sausage
SRR1816106,SAMN03358033,BCW_4305,,,,2280,26,"abc-f, fosX, lin",,
SRR4052194,SAMN05615270,21727,United Kingdom,2013,1/2c,2281,580,"abc-f, fosX, lin",Homo sapiens,Human
ERR2135596,SAMEA104314761,,,,,2282,91,"abc-f, fosX, lin",,
SRR2053353,SAMN03431394,AK1216500192-2,USA,2012,,2283,91,"abc-f, fosX, lin, tet(M)",,Processed Meat
SRR2915947,SAMN03431396,AK1216500192-4,USA,2012,,2283,91,"abc-f, fosX, lin, tet(M)",,Processed Meat
SRR2915949,SAMN03431397,AK1216500192-5,USA,2012,,2283,91,"abc-f, fosX, lin, tet(M)",,Processed Meat
SRR3453143,SAMN04903370,PNUSAL002153,USA,,,2284,918,"abc-f, fosX, lin",,
SRR5647010,SAMN07152362,FDA923814-032-001,USA,2017,,2285,155,"fosX, lin",,Environmental sample
SRR2646857,SAMN04166264,2010L-1979,USA,,,2286,155,"fosX, lin",,
SRR5249186,SAMN06308216,PNUSAL002856,USA,,,2287,9,"abc-f, fosX, lin",Homo sapiens,Blood
SRR4124933,SAMN05604976,FDA938026-61-1,USA,2016,,2288,321,"fosX, lin",,Environmental
SRR2167839,SAMN03996636,PNUSAL001641,USA,2015,1/2b,2289,5,"fosX, lin",,Blood
SRR1482397,SAMN02797536,VA-WGS-00273,USA,2012,,2290,,"abc-f, fosX, lin",,Deviled Crabs
SRR5764636,SAMN07287465,PNUSAL003066,USA,2017,,2291,1930,"fosX, lin",,Blood
SRR3108916,SAMN04331209,LiDS0163,Canada,2011,,2292,3,"fosX, lin",,Solid - Food; Food; Ready-to-eat Meat and Poultry; Raw-fermented - Salami - Italian sausage; Fermented
SRR7345626,SAMN09386751,FLAG-40882,USA,2018,,2293,199,"abc-f, fosX, lin, tet(M)",,Sliced Cooked Ham
SRR1027706,SAMN02400361,CFSAN007141,USA,2011,,2294,155,"fosX, lin",,Swab
ERR1230450,SAMEA3857890,,,,,2295,7,"fosX, lin",,
SRR6366528,SAMN08161619,PNUSAL003478,USA,,,2296,451,"abc-f, fosX, lin",,
SRR4052007,SAMN05615072,19095,United Kingdom,2013,4,2297,4,"fosX, lin",Homo sapiens,Human
SRR1520052,SAMN02924352,PNUSAL000800,USA,2014,1/2b,2298,5,"fosX, lin",,Blood
SRR6321579,SAMN02922687,FDA205160-1,Canada,2002,,2299,9,"abc-f, fosX, lin",,Cooked whole crab
SRR6321577,SAMN02922688,FDA205160-2,Canada,2002,,2299,9,"abc-f, fosX, lin",,Cooked whole crab
SRR7419531,SAMN09479168,PNUSAL004029,USA,,,2300,838,"abc-f, fosX, lin",,
SRR1272903,SAMN02693761,CFSAN011036,USA,2014,,2301,1042,"fosX, lin",,Environmental swabs
ERR1738790,SAMEA4475913,11CEB446LM,France,2011,IIa,2302,31,"abc-f, fosX, lin",,Food
SRR2046980,SAMN03579632,PNUSAL001433,USA,,,2303,5,"fosX, lin",,
SRR1043164,SAMN02429387,PNUSAL000411,USA,2013,1/2a,2304,371,"fosX, lin",,Environmental-Bottom of sliding door in pasta room to blast
SRR1048614,SAMN02442735,CFSAN007168,USA,2013,,2304,371,"fosX, lin",,Bottom of sliding door in pasta room to blast
SRR3489887,SAMN04902957,OSF049044,USA,2015,,2305,7,"fosX, lin",,Environmental sponge
ERR1230384,SAMEA3857824,,,,,2306,1,"fosX, lin",,
ERR2520660,SAMEA4585594,,Belgium,2012,,2307,388,"fosX, lin",Homo sapiens,
SRR1021944,SAMN02383873,PNUSAL000285,USA,,,2308,663,"fosX, lin",,
SRR3712472,SAMN02921438,FDA374502 OX24,USA,2006,,2309,11,"fosX, lin",,Egg salad sandwich
SRR1005501,SAMN02317151,PNUSAL000113,USA,2013,4b,2310,382,"fosX, lin",,Blood
SRR2914365,SAMN02317151,PNUSAL000113,USA,2013,4b,2310,382,"fosX, lin",,Blood
SRR5859413,SAMN07374758,PNUSAL003168,USA,,,2311,3,"fosX, lin",,
ERR2519525,SAMEA4584596,,Austria,2015,,2312,451,"abc-f, fosX, lin",Homo sapiens,
SRR4416149,SAMN05860982,PNUSAL002450,USA,2016,,2313,88,"abc-f, fosX, lin",Homo sapiens,Blood
SRR4733492,SAMN05952568,PNUSAL002619,USA,2016,,2314,29,"abc-f, fosX, lin",,Blood
SRR3944712,SAMN05430235,FLAG-52150A,USA,2005,,2315,101,"abc-f, fosX, lin",,Sliced smoked nova salmon
SRR6114352,SAMN07716552,FLAG-22150,USA,2002,,2316,5,"fosX, lin",,Cuban sandwich
SRR3199595,SAMN02921853,FDA656703 31-1,USA,2011,,2317,5,"fosX, lin",,Swab
SRR2084362,SAMN03835493,PNUSAL001524,USA,2015,,2318,1893,"abc-f, fosX, lin",,Blood
SRR1610004,SAMN02769768,MOD1_LS325,USA,1994,1/2b,2319,5,"fosX, lin",,Rotini with vegetables
SRR1284713,SAMN02709447,CFSAN008332,USA,2013,,2320,788,"abc-f, fosX, lin",,Basil
SRR1284744,SAMN02709448,CFSAN008333,USA,2013,,2320,788,"abc-f, fosX, lin",,Basil
SRR1698220,SAMN03097644,FDA694493-130,USA,2014,,2321,296,"fosX, lin",,Environmental swabs
SRR1698199,SAMN03252768,FDA694493-31,USA,2014,,2321,296,"fosX, lin",,Environmental swab
SRR1653377,SAMN03176924,FDA694493-66,USA,2014,,2321,296,"fosX, lin",,Environmental swab
SRR6798635,SAMN08630320,195623,United Kingdom,2014,4,2322,220,"fosX, lin",Homo sapiens,Human
SRR1988183,SAMN03565591,PNUSAL001346,USA,,,2323,87,"fosX, lin",,
SRR1141134,SAMN02570904,CFSAN008093,USA,2013,,2324,199,"abc-f, fosX, lin",,Environmental swab
SRR5452685,SAMN06754711,FDA1003964-S050-001,USA,2017,,2325,5,"fosX, lin",,Environmental swab
SRR3168983,SAMN04417969,CFSAN044766,Italy,2003,,2326,121,"fosX, lin",,Swine frankfurters
SRR2848791,SAMN02923265,FDA762872 2-1,USA,2012,,2327,1072,"abc-f, fosX, lin",,Environmental swab
SRR2848790,SAMN02923266,FDA762872 21-1,USA,2012,,2327,1072,"abc-f, fosX, lin",,Environmental swab
SRR2134917,SAMN03897593,PNUSAL001564,USA,2015,1/2a,2328,91,"abc-f, fosX, lin",,Cerebrospinal Fluid
ERR2135711,SAMEA104314876,,,,,2329,451,"abc-f, fosX, lin",,
ERR1600146,SAMEA4412892,,,,,2329,451,"abc-f, fosX, lin",,
ERR1947124,SAMEA4560901,,,,,2330,121,"fosX, lin",,
SRR3953128,SAMN05440896,VA-WGS-16085,USA,2016,,2331,2072,"abc-f, fosX, lin",,Fresh Squash
SRR5141919,SAMN06198145,PNUSAL002684,USA,2016,,2332,155,"fosX, lin",,Blood
SRR5164656,SAMN06214652,PNUSAL002726,USA,2016,,2332,155,"fosX, lin",,Blood
SRR5121005,SAMN06166393,PNUSAL002741,USA,2016,,2332,155,"fosX, lin",,Blood
ERR1102315,SAMEA3639514,DMG1500195,Australia,2012,,2333,9,"abc-f, fosX, lin",natural / free-living,Food
SRR2125850,SAMN03921954,FSIS1500978,USA,2015,,2334,321,"fosX, lin",,Environmental: non-food-contact surface
ERR1940774,SAMEA47250418,4b,,,,2335,4,"fosX, lin",,
SRR4733493,SAMN05952625,PNUSAL002634,USA,,,2336,11,"fosX, lin",,
SRR3437562,SAMN04696208,OSF048754,USA,2015,,2337,9,"abc-f, fosX, lin",,Environmental sponge
SRR2078919,SAMN03770175,CFSAN034259,USA,2015,,2338,5,"fosX, lin",,Ice cream
ERR1100937,SAMEA3540835,LM05-00065,,,,2339,155,"fosX, lin",,
SRR1814400,SAMN03357099,CFSAN002309,,,,2340,87,"fosX, lin",,
SRR2040763,SAMN03744125,PNUSAL001334,USA,2015,1/2b,2341,737,"fosX, lin",,Blood
SRR1195692,SAMN02569969,CFSAN007952,USA,2013,,2342,489,"fosX, lin",,"Cilantro, loose"
SRR7167583,SAMN09211270,304653,United Kingdom,2016,1/2b,2343,392,"fosX, lin",Homo sapiens,Human
SRR2124274,SAMN03862051,FDA918091-A-A,USA,2015,,2344,1,"fosX, lin",,Frozen beef tripe patties
SRR1166842,SAMN02615875,PNUSAL000556,USA,,1/2b,2345,59,"fosX, lin, tet(M)",,Blood
SRR1562122,SAMN03013709,PNUSAL000920,USA,2014,1/2b,2346,296,"fosX, lin",,Blood
ERR1276201,SAMEA3876110,CLIP 2015/00076,,,,2347,378,"abc-f, fosX, lin",,
ERR2135603,SAMEA104314768,,,,,2348,18,"fosX, lin",,
SRR1283123,SAMN02768793,PNUSAL000689,USA,2014,4b,2349,1,"fosX, lin",,Fluid
ERR2135600,SAMEA104314765,,,,,2350,7,"fosX, lin",,
SRR1635530,SAMN03151531,PNUSAL001104,USA,2014,4b,2351,663,"fosX, lin",,"Blood, NOS"
SRR4052187,SAMN05615264,H141780648,United Kingdom,2014,1/2a,2352,850,"abc-f, fosX, lin",Homo sapiens,Human
SRR5221991,SAMN02934627,FDA433341 C4 16-20,Mexico,2014,,2353,573,"abc-f, fosX, lin",,Avocados
SRR1535717,SAMN02934631,FDA433341 S18; 1404198-18,Mexico,2014,,2353,573,"abc-f, fosX, lin",,Avocados
SRR3345563,SAMN04599904,CFSAN045802,Italy,2013,,2354,6,"fosX, lin",,Food(RTE)
ERR2520719,SAMEA4585653,,Belgium,2013,,2355,8,"abc-f, fosX, lin",Homo sapiens,
SRR3345951,SAMN04600053,CFSAN046005,Italy,2011,,2356,19,"abc-f, fosX, lin",,Smoked salmon
SRR5764921,SAMN05410816,A547,Canada,1991,,2357,7,"fosX, lin",,Food
SRR3215114,SAMN04543702,FSIS1605985,USA,2016,,2358,88,"abc-f, fosX, lin",,RTE Product
ERR2261506,SAMEA104485234,16-00497,Germany,2016,4b,2359,6,"fosX, lin",Homo sapiens,Human listeriosis
SRR1393987,SAMN02854687,PNUSAL000737,USA,,,2360,1052,"abc-f, fosX, lin",,
SRR7253192,SAMN09305629,PNUSAL003991,USA,,,2361,436,"fosX, lin",,
SRR1272850,SAMN02727346,CFSAN012465,USA,2014,,2362,5,"fosX, lin",,Environmental swabs
SRR1553723,SAMN02727337,FDA831807-S8,USA,2014,,2362,5,"fosX, lin",,Environmental swab
SRR5376176,SAMN06641826,FSIS1700195,USA,2017,,2363,9,"abc-f, fosX, lin",,Environmental: non-food-contact surface
SRR1569794,SAMN03023703,CFSAN023710,USA,2014,,2364,5,"fosX, lin",,Environmental
SRR6796126,SAMN08172550,PNUSAL003623,USA,2017,,2365,37,"abc-f, fosX, lin",,Blood
SRR3101603,SAMN04338345,CDPHFDLB-F15M04191-E027,USA,2015,,2366,9,"abc-f, fosX, lin",,Enviornmental Swab
SRR5017015,SAMN06014758,PNUSAL002641,USA,2016,,2367,5,"fosX, lin",,Blood
SRR5486799,SAMN06760669,FDA1007945-001-001,USA,2017,,2368,399,"fosX, lin",,ISolate
SRR6869985,SAMN02922136,FDA382805-1,USA,2006,,2369,3,"fosX, lin",,Surimi
SRR6054199,SAMN07567202,PNUSAL003273,USA,2017,,2370,391,"abc-f, fosX, lin",,Blood
SRR6841011,SAMN08668610,FDA1035694-S008-006,USA,2018,,2371,391,"abc-f, fosX, lin",,Environmental swab
SRR1207530,SAMN02567804,OSF008000,USA,2013,,2372,785,"abc-f, fosX, lin",,Environmentla Swab
SRR1206206,SAMN02709432,CFSAN007131,USA,2013,,2373,155,"fosX, lin",,Environmental swab
ERR2519470,SAMEA4584542,,Austria,2013,,2374,177,"abc-f, fosX, lin",Homo sapiens,
SRR6236574,SAMN07843509,17B09129-6,USA,2017,,2375,391,"abc-f, fosX, lin",,Raw milk cheese-monterey jack
SRR3489885,SAMN04902955,OSF049042,USA,2015,,2376,5,"fosX, lin",,Environmental sponge
SRR1805551,SAMN03277670,NRRL B-33300,USA,2001,,2377,5,"fosX, lin",,Environmental swab
SRR1816074,SAMN03358001,BCW_4273,,,,2377,5,"fosX, lin",,
SRR5264133,SAMN06342800,PNUSAL002823,USA,,,2378,8,"abc-f, fosX, lin",,
SRR5379290,SAMN06640010,PNUSAL002915,USA,,,2378,8,"abc-f, fosX, lin",,
SRR6679988,SAMN02923694,FDA788639 37-3,USA,2014,,2379,321,"fosX, lin",,Environmental swab
SRR4272062,SAMN05789344,PNUSAL002490,USA,2016,,2380,558,"fosX, lin",Homo sapiens,Blood
ERR2522149,SAMEA4586899,,Netherlands,2014,,2381,21,"fosX, lin",Homo sapiens,
ERR1431111,SAMEA3709839,2141503,,,,2381,21,"fosX, lin",,
SRR7172521,SAMN09214546,268595,United Kingdom,2016,1/2b,2382,5,"fosX, lin",Homo sapiens,Human
SRR7140559,SAMN09100964,PNUSAL003933,USA,,,2383,388,"fosX, lin",,
SRR5648497,SAMN07199485,FDA987101-S067-001,USA,2017,,2384,321,"fosX, lin",,Environmental swab
SRR6476770,SAMN02922230,FDA532666 14 A,USA,2010,,2385,1653,"fosX, lin",,Swab
SRR3112599,SAMN04331093,LiDS0038,Canada,2009,,2386,9,"abc-f, fosX, lin",,Solid - Food; Food; Fish and Seafood Products; Frozen - Fish sticks; Frozen; Salmon nuggets
SRR5764952,SAMN05410574,Lm20,Canada,2009,,2386,9,"abc-f, fosX, lin",,Food processing environment
SRR5125071,SAMN06174377,PNUSAL002745,USA,2016,,2387,7,"fosX, lin",,Stool
ERR1230448,SAMEA3857888,,,,,2388,519,"fosX, lin",,
SRR2053149,SAMN03763575,PNUSAL001482,USA,2015,1/2a,2389,451,"abc-f, fosX, lin",,Blood
SRR5633004,SAMN03015637,FDA868831 S18-B,Mexico,2014,,2390,365,"abc-f, fosX, lin",,Fresh hass avocados
ERR1433003,SAMEA4019635,,Denmark,2013,,2391,193,"abc-f, fosX, lin",,
SRR6956178,SAMN08134154,CFSAN072533,USA,,,2392,506,"fosX, lin",,Bagged salaad
SRR1562110,SAMN03013663,PNUSAL000908,USA,2014,1/2b,2393,5,"fosX, lin",,Blood
SRR5087869,SAMN04958391,CFSAN049283,Italy,2014,,2394,14,"abc-f, fosX, lin",Homo sapiens,CSF
SRR1378357,SAMN02850690,CFSAN012614,USA,2014,,2395,5,"fosX, lin",,Prepared Airline meal
SRR6116347,SAMN07716740,FLAG-19951,USA,2001,,2396,321,"fosX, lin",,Imitation crab salad
SRR3405534,SAMN04867706,PNUSAL002098,USA,,,2397,1056,"abc-f, fosX, lin",,
SRR5093788,SAMN06129841,PNUSAL002284,USA,2016,1/2a,2398,365,"abc-f, fosX, lin",,Blood
SRR7551069,SAMN02709255,FDA327201-1,Norway,2005,,2399,121,"fosX, lin",,Salmon smoked sliced
SRR3137002,SAMN04450670,PNUSAL002004,USA,2015,,2400,6,"fosX, lin",,Blood
SRR7167740,SAMN09211295,236190,United Kingdom,2016,1/2a,2401,8,"abc-f, fosX, lin",Homo sapiens,Human
SRR5663660,SAMN07206143,PNUSAL003072,USA,2017,4b,2402,554,"fosX, lin",,Urine
SRR3391838,SAMN04417935,CFSAN044800,Italy,2004,,2403,59,"fosX, lin",,Meat
SRR6315365,SAMN08038044,FDA1001171-S025-001,USA,2017,,2404,204,"abc-f, fosX, lin",,Environmental swab
SRR6457848,SAMN08341391,CFS009,Ireland,2009,,2405,101,"abc-f, fosX, lin",,Food
SRR1207456,SAMN02567783,OSF007979,USA,2009,,2406,5,"fosX, lin",,Poultry (chicken)
SRR1166837,SAMN02615862,PNUSAL000551,USA,2013,1/2a,2407,7,"fosX, lin",,Whole blood
ERR2135605,SAMEA104314770,,,,,2408,177,"abc-f, fosX, lin",,
SRR3402108,SAMN04869806,FSIS1606273,USA,2016,,2409,5,"fosX, lin",,Environmental: non-food-contact surface
ERR2512032,SAMEA1116774,20104434,Denmark,2010,,2410,5,"fosX, lin",Homo sapiens,
ERR2523708,SAMEA4588262,20114509,Denmark,2011,,2410,5,"fosX, lin",Homo sapiens,
SRR6829268,SAMN08693313,Ya00059041,South Africa,,,2411,219,"fosX, lin",,
SRR7468628,SAMN09545664,562431,United Kingdom,2018,1/2b,2412,59,"fosX, lin",Homo sapiens,Human
SRR4052083,SAMN05615143,14063,United Kingdom,2013,1/2a,2413,8,"abc-f, fosX, lin",Homo sapiens,Human
SRR1544435,SAMN02943424,CFSAN022654,USA,2014,,2414,121,"fosX, lin",,Environmental: non-food-contact surface
SRR3707717,SAMN02211852,CFSAN002248,United Kingdom,,1/2c,2415,9,"abc-f, fosX, lin",Homo sapiens,
SRR1814361,SAMN03357060,BCW_2384,,,,2415,9,"abc-f, fosX, lin",,
SRR3113295,SAMN04338338,CDPHFDLB-F15M03711-39a,USA,2015,,2416,14,"abc-f, fosX, lin",,Enviornmental Swab
SRR5238255,SAMN06312344,PNUSAL002844,USA,2017,,2417,3,"fosX, lin",,Spleen
SRR1988319,SAMN03565627,PNUSAL001382,USA,2015,1/2a,2418,1797,"abc-f, fosX, lin",,Blood
SRR5931812,SAMN07503868,L-421-13,Chile,,,2419,9,"abc-f, fosX, lin",,
ERR1102513,SAMEA3639712,DMG1500393,Australia,2014,,2420,427,"abc-f, fosX, lin",natural / free-living,Human
SRR1597479,SAMN03093473,PNUSAL001016,USA,,,2421,155,"fosX, lin",,
SRR3109042,SAMN04331249,LiDS0205,Canada,2010,,2422,11,"fosX, lin",,Food; Fruit and Vegetable-based Products; Raw and raw-processed - Zucchini; Cooked
SRR7164092,SAMN09207822,327865,United Kingdom,2016,4,2423,4,"fosX, lin",Homo sapiens,Human
SRR4733513,SAMN05179386,C2010000503,USA,2009,,2424,7,"fosX, lin",,Frozen Tater Tots
SRR6896670,SAMN08795537,PNUSAL003856,USA,2018,,2425,155,"fosX, lin",,Blood
SRR6026374,SAMN07625232,PNUSAL003325,USA,,,2426,801,"fosX, lin",,
SRR1619168,SAMN02693863,PNUSAL000615,USA,,,2427,7,"fosX, lin",,
SRR4244324,SAMN05773393,PNUSAL002479,USA,2016,,2428,554,"fosX, lin",,Blood
SRR1811639,SAMN03344762,15MN00048,USA,2014,,2429,121,"fosX, lin",,Raw pork
SRR1811674,SAMN03344763,15MN00049,USA,2014,,2429,121,"fosX, lin",,Raw pork
SRR1752614,SAMN03178082,MDH-2014-01009,USA,2014,,2429,121,"fosX, lin",,Endotrach/Tracheal
SRR1575091,SAMN03067799,PNUSAL000990,USA,2014,,2429,121,"fosX, lin",,Blood
SRR4052164,SAMN05615244,H133140766,United Kingdom,2013,1/2a,2430,204,"fosX, lin",Homo sapiens,Human
ERR1276220,SAMEA3876129,CLIP 2015/00097,,,,2431,5,"fosX, lin",,
SRR6107652,SAMN07560057,MDP-12-00039,USA,2012,,2432,360,"abc-f, fosX, lin",,Bagged Lettuce
ERR2261319,SAMEA104485047,09-06548,Germany,2009,2a,2433,777,"abc-f, fosX, lin",Homo sapiens,Human listeriosis
SRR4052198,SAMN05615266,7538,United Kingdom,2009,1/2a,2434,121,"fosX, lin",Homo sapiens,Human
SRR5680739,SAMN07218992,FDA976213-S067-001,USA,2017,,2435,321,"fosX, lin",,Environmental swab
SRR5159140,SAMN06115648,CFSAN038887,United Kingdom,,,2436,18,"fosX, lin",,Retail meat
SRR3554618,SAMN05150250,FSIS1606620,USA,2016,,2437,5,"fosX, lin",,Environmental: non-food-contact surface
SRR1816376,SAMN03358303,BCW_4764,,,,2438,9,"abc-f, fosX, lin",,
SRR6366165,SAMN02922684,FDA489463-15,USA,2008,,2439,101,"abc-f, fosX, lin",,Environmental swabs
SRR1562114,SAMN03013667,PNUSAL000912,USA,2014,4b,2440,1,"fosX, lin",,Blood
SRR2104601,SAMN03702759,TX-ACF1400392,USA,2014,,2441,9,"abc-f, fosX, lin",,Environmental swab
ERR1817013,SAMEA72829168,25H00,New Zealand,2010,,2442,193,"fosX, lin",,Mussel shell (raw)
SRR3067416,SAMN04377805,PNUSAL001808,USA,2015,1/2b,2443,5,"fosX, lin",,Peritoneal Fluid
SRR3112627,SAMN04331114,LiDS0059,Canada,2002,,2444,330,"fosX, lin",,Solid - Food; Food; Dairy Products; Heat processed (pasterized) - Ripened - Cheese made from pasteurized milk - Soft - cream cheese; Pasteurized
ERR2519423,SAMEA4584495,,Austria,2010,,2445,91,"abc-f, fosX, lin",Homo sapiens,
SRR5767271,SAMN07291233,FSIS1702354,USA,2017,,2446,5,"fosX, lin",,Environmental: non-food-contact surface
SRR6325054,SAMN08102323,FDA1024070-068-004,USA,2017,,2447,199,"abc-f, fosX, lin, tet(M)",,Environmental swab
SRR5852526,SAMN07340044,PNUSAL003131,USA,,,2448,87,"fosX, lin, msr(D), mef(A), tet(M)",,
SRR988687,SAMN02351521,FSAmonE00001,,,,2449,59,"fosX, lin",,
SRR4052317,SAMN05615388,H145020751,United Kingdom,2014,1/2b,2450,489,"fosX, lin",Homo sapiens,Human
SRR2544803,SAMN03702804,TX-866425.SUB.18,USA,2014,,2451,363,"fosX, lin",,Avocado
ERR1304214,SAMEA3861805,,,,,2452,4,"fosX, lin",,
SRR5292201,SAMN06330663,OSF060234,USA,2017,,2453,14,"abc-f, fosX, lin",,Environmental Sponge
SRR5292202,SAMN06330662,OSF060235,USA,2017,,2453,14,"abc-f, fosX, lin",,Environmental Sponge
