DNASource,BioSample,Identifer,Country,Year,Serovar,cgMLST,ST,ResistGene,Host,SampleSource
SRR1793280,SAMN03276150,FDA850136-024,USA,2014,,5,1038,"abc-f, fosX, lin",,Environmental swab
SRR1793283,SAMN03276152,FDA850136-031,USA,2014,,5,1038,"abc-f, fosX, lin",,Environmental swab
SRR1793281,SAMN03276153,FDA850136-040,USA,2014,,5,1038,"abc-f, fosX, lin",,Environmental swab
SRR1793286,SAMN03276156,FDA850136-044,USA,2014,,5,1038,"abc-f, fosX, lin",,Environmental swab
SRR2952761,SAMN04244466,OSF041543,USA,2014,,5,1038,"abc-f, fosX, lin",,Dairy Mixture
SRR2952764,SAMN04244470,OSF041547,USA,2014,,5,1038,"abc-f, fosX, lin",,Dairy Mixture
SRR2952766,SAMN04244472,OSF041549,USA,2014,,5,1038,"abc-f, fosX, lin",,Dairy Mixture
SRR2952771,SAMN04244477,OSF041554,USA,2014,,5,1038,"abc-f, fosX, lin",,Environmental swab
SRR2952773,SAMN04244479,OSF041556,USA,2014,,5,1038,"abc-f, fosX, lin",,Dairy Mixture
SRR2952774,SAMN04244480,OSF041557,USA,2014,,5,1038,"abc-f, fosX, lin",,Dairy Mixture
SRR2952775,SAMN04244487,OSF041558,USA,2014,,5,1038,"abc-f, fosX, lin",,Dairy Mixture
SRR2952777,SAMN04244489,OSF041560,USA,2014,,5,1038,"abc-f, fosX, lin",,Dairy Mixture
SRR3065871,SAMN04244502,OSF041573,USA,2014,,5,1038,"abc-f, fosX, lin",,Environmental
SRR3065872,SAMN04244503,OSF041574,USA,2014,,5,1038,"abc-f, fosX, lin",,Environmental
SRR3065873,SAMN04244504,OSF041575,USA,2014,,5,1038,"abc-f, fosX, lin",,Environmental
SRR3065877,SAMN04244508,OSF041579,USA,2014,,5,1038,"abc-f, fosX, lin",,Environmental
SRR3065878,SAMN04244509,OSF041580,USA,2014,,5,1038,"abc-f, fosX, lin",,Environmental swab
SRR3066077,SAMN04301663,OSF042778,USA,2014,,5,1038,"abc-f, fosX, lin",,Environmental
SRR3066078,SAMN04301664,OSF042779,USA,2014,,5,1038,"abc-f, fosX, lin",,Environmental
SRR3082361,SAMN04301691,OSF042806,USA,2015,,5,1038,"abc-f, fosX, lin",,Environmental
SRR3113326,SAMN04386779,OSF044522,USA,2015,,5,1038,"abc-f, fosX, lin",,Ice cream
SRR3115247,SAMN04386782,OSF044525,USA,2015,,5,1038,"abc-f, fosX, lin",,Ice cream
SRR3115248,SAMN04386783,OSF044526,USA,2015,,5,1038,"abc-f, fosX, lin",,Environmental
SRR3115249,SAMN04386784,OSF044527,USA,2015,,5,1038,"abc-f, fosX, lin",,Ice cream
SRR3115250,SAMN04386785,OSF044528,USA,2015,,5,1038,"abc-f, fosX, lin",,Environmental
SRR3115251,SAMN04386786,OSF044529,USA,2015,,5,1038,"abc-f, fosX, lin",,Environmental
SRR3115252,SAMN04386787,OSF044530,USA,2015,,5,1038,"abc-f, fosX, lin",,Ice cream
SRR3115253,SAMN04386788,OSF044531,USA,2015,,5,1038,"abc-f, fosX, lin",,Ice cream
SRR3115256,SAMN04386790,OSF044533,USA,2015,,5,1038,"abc-f, fosX, lin",,Ice cream
SRR3115260,SAMN04386793,OSF044536,USA,2015,,5,1038,"abc-f, fosX, lin",,Ice cream
SRR3115261,SAMN04386794,OSF044537,USA,2015,,5,1038,"abc-f, fosX, lin",,Ice cream
SRR3116194,SAMN04386802,OSF044545,USA,2015,,5,1038,"abc-f, fosX, lin",,Ice cream
SRR3115271,SAMN04386804,OSF044547,USA,2015,,5,1038,"abc-f, fosX, lin",,Ice cream
SRR3116178,SAMN04386805,OSF044548,USA,2015,,5,1038,"abc-f, fosX, lin",,Ice cream
SRR3116179,SAMN04386806,OSF044549,USA,2015,,5,1038,"abc-f, fosX, lin",,Ice cream
SRR3116186,SAMN04386808,OSF044551,USA,2015,,5,1038,"abc-f, fosX, lin",,Ice cream
SRR3116187,SAMN04386809,OSF044552,USA,2015,,5,1038,"abc-f, fosX, lin",,Ice cream
SRR3116189,SAMN04386810,OSF044553,USA,2015,,5,1038,"abc-f, fosX, lin",,Ice cream
SRR3399713,SAMN04858655,OSF046248,USA,2015,,5,1038,"abc-f, fosX, lin",,Ice cream Mix
SRR3399714,SAMN04858656,OSF046249,USA,2015,,5,1038,"abc-f, fosX, lin",,Ice cream Mix
SRR3400316,SAMN04625751,OSF048640,USA,2015,,5,1038,"abc-f, fosX, lin",,Ice cream
SRR3400317,SAMN04625752,OSF048641,USA,2015,,5,1038,"abc-f, fosX, lin",,Ice cream
SRR3400318,SAMN04625753,OSF048642,USA,2015,,5,1038,"abc-f, fosX, lin",,Ice cream
SRR3400320,SAMN04625755,OSF048644,USA,2015,,5,1038,"abc-f, fosX, lin",,Ice cream
SRR3490128,SAMN04942921,OSF049397,USA,2015,,5,1038,"fosX, lin",,Ice cream
SRR3490129,SAMN04942922,OSF049398,USA,2015,,5,1038,"fosX, lin",,Ice cream
SRR3490130,SAMN04942923,OSF049399,USA,2015,,5,1038,"fosX, lin",,Ice cream
SRR3490148,SAMN04942925,OSF049401,USA,2015,,5,1038,"fosX, lin",,Ice cream
SRR3490149,SAMN04942926,OSF049402,USA,2015,,5,1038,"fosX, lin",,Ice cream
SRR3490151,SAMN04942928,OSF049404,USA,2015,,5,1038,"fosX, lin",,Ice cream
SRR3490152,SAMN04942929,OSF049405,USA,2015,,5,1038,"fosX, lin",,Sponge
SRR3490154,SAMN04942930,OSF049406,USA,2015,,5,1038,"fosX, lin",,Sponge
SRR5016899,SAMN04942931,OSF049407,USA,2015,,5,1038,"fosX, lin",,Sponge
SRR5016901,SAMN04942932,OSF049408,USA,2015,,5,1038,"fosX, lin",,Sponge
SRR5016898,SAMN04942933,OSF049409,USA,2015,,5,1038,"fosX, lin",,Sponge
SRR5016906,SAMN04942934,OSF049410,USA,2015,,5,1038,"fosX, lin",,Sponge
SRR5016902,SAMN04942935,OSF049411,USA,2015,,5,1038,"fosX, lin",,Sponge
SRR5016908,SAMN04942936,OSF049412,USA,2015,,5,1038,"fosX, lin",,Sponge
SRR5016904,SAMN04942937,OSF049413,USA,2015,,5,1038,"fosX, lin",,Sponge
SRR5016905,SAMN04942949,OSF049414,USA,2015,,5,1038,"fosX, lin",,Sponge
SRR3091402,SAMN03285309,WAPHL_LIS_A00011,USA,2014,,5,1038,"abc-f, fosX, lin",,Ice cream
SRR3130327,SAMN03285310,WAPHL_LIS_A00012,USA,2014,,5,1038,"abc-f, fosX, lin",,Ice cream
SRR3066080,SAMN03285311,WAPHL_LIS_A00013,USA,2014,,5,1038,"abc-f, fosX, lin",,Ice cream
SRR3130328,SAMN03285312,WAPHL_LIS_A00014,USA,2014,,5,1038,"abc-f, fosX, lin",,Ice cream
SRR3091404,SAMN03285314,WAPHL_LIS_A00016,USA,2014,,5,1038,"abc-f, fosX, lin",,Ice cream
SRR3091405,SAMN03285315,WAPHL_LIS_A00017,USA,2014,,5,1038,"abc-f, fosX, lin",,Ice cream
SRR3130330,SAMN03285316,WAPHL_LIS_A00018,USA,2014,,5,1038,"abc-f, fosX, lin",,Ice cream
SRR3091406,SAMN03285317,WAPHL_LIS_A00019,USA,2014,,5,1038,"abc-f, fosX, lin",,Ice cream
SRR3130332,SAMN03285318,WAPHL_LIS_A00020,USA,2014,,5,1038,"abc-f, fosX, lin",,Swab from facility
SRR3130338,SAMN03285321,WAPHL_LIS_A00023,USA,2014,,5,1038,"abc-f, fosX, lin",,Swab from facility
SRR3130402,SAMN03285322,WAPHL_LIS_A00024,USA,2014,,5,1038,"abc-f, fosX, lin",,Swab from facility
SRR3130407,SAMN03285323,WAPHL_LIS_A00025,USA,2014,,5,1038,"abc-f, fosX, lin",,Swab from facility
SRR3130410,SAMN03285324,WAPHL_LIS_A00026,USA,2014,,5,1038,"abc-f, fosX, lin",,Swab from facility
SRR3130411,SAMN03285325,WAPHL_LIS_A00027,USA,2014,,5,1038,"abc-f, fosX, lin",,Swab from facility
SRR3130349,SAMN03285326,WAPHL_LIS_A00028,USA,2014,,5,1038,"abc-f, fosX, lin",,Swab from facility
SRR3130341,SAMN03285328,WAPHL_LIS_A00030,USA,2014,,5,1038,"abc-f, fosX, lin",,Swab from facility
SRR2035442,SAMN03580870,WAPHL-LIS-A00038,USA,2015,,5,1038,"abc-f, fosX, lin",,Ice cream factory
SRR3052035,SAMN04358689,WAPHL-LIS-A00039,USA,2015,,5,1038,"fosX, lin",,Ice cream
SRR3086932,SAMN04358691,WAPHL-LIS-A00041,USA,2015,,5,1038,"fosX, lin",,Ice cream
SRR3086935,SAMN04358692,WAPHL-LIS-A00042,USA,2015,,5,1038,"fosX, lin",,Sponge from Ice cream machine
SRR3086936,SAMN04358693,WAPHL-LIS-A00043,USA,2015,,5,1038,"fosX, lin",,Sponge from Ice cream machine
SRR3052036,SAMN04358694,WAPHL-LIS-A00044,USA,2015,,5,1038,"fosX, lin",,Sponge from Ice cream machine
SRR3065874,SAMN04244505,OSF041576,USA,2014,,5,1128,"abc-f, fosX, lin",,Environmental
SRR1112195,SAMN02582710,PNUSAL000517,USA,2013,1/2b,6,5,"fosX, lin",,Stool
SRR1193825,SAMN02689015,PNUSAL000570,USA,2013,1/2b,6,5,"fosX, lin",,Blood
SRR1193826,SAMN02689014,PNUSAL000571,USA,2013,1/2b,6,5,"fosX, lin",,Blood
SRR2352238,SAMN04046633,ASM_54,USA,2015,,6,5,"fosX, lin",,Food
SRR2352239,SAMN04046634,ASM_55,USA,2015,,6,5,"fosX, lin",,Environmental swab
SRR2352240,SAMN04046635,ASM_56,USA,2015,,6,5,"fosX, lin",,Environmental swab
SRR2352241,SAMN04046636,ASM_57,USA,2015,,6,5,"fosX, lin",,Environmental swab
SRR2352243,SAMN04046638,ASM_59,USA,2015,,6,5,"fosX, lin",,Environmental swab
SRR2352244,SAMN04046639,ASM_60,USA,2015,,6,5,"fosX, lin",,Environmental swab
SRR2352245,SAMN04046640,ASM_61,USA,2015,,6,5,"fosX, lin",,Environmental swab
SRR2352246,SAMN04046641,ASM_62,USA,2015,,6,5,"fosX, lin",,Environmental swab
SRR2352247,SAMN04046642,ASM_63,USA,2015,,6,5,"fosX, lin",,Environmental swab
SRR2352248,SAMN04046643,ASM_64,USA,2015,,6,5,"fosX, lin",,Environmental swab
SRR2352249,SAMN04046644,ASM_65,USA,2015,,6,5,"fosX, lin",,Environmental swab
SRR2352250,SAMN04046645,ASM_66,USA,2015,,6,5,"fosX, lin",,Environmental swab
SRR2352251,SAMN04046646,ASM_67,USA,2015,,6,5,"fosX, lin",,Food
SRR2352252,SAMN04046647,ASM_68,USA,2015,,6,5,"fosX, lin",,Food
SRR1181541,SAMN02666872,CFSAN010069,USA,2014,,6,5,"fosX, lin",,Cheese
SRR1181568,SAMN02666873,CFSAN010070,USA,2014,,6,5,"fosX, lin",,Cheese
SRR1181535,SAMN02666874,CFSAN010071,USA,2014,,6,5,"fosX, lin",,Cheese
SRR1181561,SAMN02666875,CFSAN010072,USA,2014,,6,5,"fosX, lin",,Cheese
SRR1181538,SAMN02666876,CFSAN010073,USA,2014,,6,5,"fosX, lin",,Cheese
SRR1181554,SAMN02666877,CFSAN010074,USA,2014,,6,5,"fosX, lin",,Cheese
SRR1181556,SAMN02666878,CFSAN010075,USA,2014,,6,5,"fosX, lin",,Cheese
SRR1181567,SAMN02666879,CFSAN010076,USA,2014,,6,5,"fosX, lin",,Cheese
SRR1181511,SAMN02666880,CFSAN010077,USA,2014,,6,5,"fosX, lin",,Cheese
SRR1186328,SAMN02678941,CFSAN010088,USA,2014,,6,5,"fosX, lin",,Environmental swab
SRR1186329,SAMN02678942,CFSAN010089,USA,2014,,6,5,"fosX, lin",,Environmental swab
SRR1186362,SAMN02678943,CFSAN010090,USA,2014,,6,5,"fosX, lin",,Environmental swab
SRR1195661,SAMN02678944,CFSAN010091,USA,2014,,6,5,"fosX, lin",,Environmental swab
SRR1195691,SAMN02678945,CFSAN010092,USA,2014,,6,5,"fosX, lin",,Environmental swab
SRR1186333,SAMN02678946,CFSAN010093,USA,2014,,6,5,"fosX, lin",,Environmental swab
SRR1186324,SAMN02678947,CFSAN010094,USA,2014,,6,5,"fosX, lin",,Environmental swab
SRR1195657,SAMN02678948,CFSAN010095,USA,2014,,6,5,"fosX, lin",,Environmental swab
SRR1186341,SAMN02678949,CFSAN010096,USA,2014,,6,5,"fosX, lin",,Environmental swab
SRR1186346,SAMN02678950,CFSAN010097,USA,2014,,6,5,"fosX, lin",,Environmental swab
SRR1186334,SAMN02678951,CFSAN010098,USA,2014,,6,5,"fosX, lin",,Environmental swab
SRR1198952,SAMN02687578,CFSAN010972,USA,2014,,6,5,"fosX, lin",,Aged hard cheese
SRR1198878,SAMN02687579,CFSAN010973,USA,2014,,6,5,"fosX, lin",,Fresh round cheese
SRR1378347,SAMN02850680,CFSAN011015,USA,2014,,6,5,"fosX, lin",,Fresh cheese curd
SRR1378358,SAMN02850681,CFSAN011016,USA,2014,,6,5,"fosX, lin",,Fresh cheese curd
SRR1378351,SAMN02850682,CFSAN011017,USA,2014,,6,5,"fosX, lin",,Fresh cheese curd
SRR1378353,SAMN02850683,CFSAN011018,USA,2014,,6,5,"fosX, lin",,Fresh cheese curd
SRR1422650,SAMN02843414,FDA842545 Sub36,USA,2014,,6,5,"fosX, lin",,Environmental swab
SRR1200763,SAMN02642569,NYaG12B11863-1,USA,2012,,6,5,"fosX, lin",,Spanish style cheese
SRR1174760,SAMN02649534,PNUSAL000569,USA,,,6,5,"fosX, lin",,
SRR1177313,SAMN02647038,VA-WGS-00221,USA,2014,,6,5,"fosX, lin",,Fresh cheese curd
SRR1181539,SAMN02665350,VA-WGS-00222,USA,2014,,6,5,"fosX, lin",,Fresh cheese curd
SRR1182716,SAMN02665351,VA-WGS-00223,USA,2014,,6,5,"fosX, lin",,Fresh cheese curd
SRR1182219,SAMN02665352,VA-WGS-00224,USA,2014,,6,5,"fosX, lin",,Fresh cheese curd
SRR1182220,SAMN02665353,VA-WGS-00225,USA,2014,,6,5,"fosX, lin",,Fresh cheese curd
SRR1182225,SAMN02665354,VA-WGS-00226,USA,2014,,6,5,"fosX, lin",,Fresh cheese curd
SRR1182221,SAMN02665355,VA-WGS-00227,USA,2014,,6,5,"fosX, lin",,Fresh cheese curd
SRR1182222,SAMN02665356,VA-WGS-00228,USA,2014,,6,5,"fosX, lin",,Fresh cheese curd
SRR1182223,SAMN02665357,VA-WGS-00229,USA,2014,,6,5,"fosX, lin",,Fresh cheese curd
SRR1182224,SAMN02665358,VA-WGS-00230,USA,2014,,6,5,"fosX, lin",,Fresh cheese curd
SRR1181522,SAMN02665359,VA-WGS-00231,USA,2014,,6,5,"fosX, lin",,Fresh cheese curd
SRR1187613,SAMN02687563,VA-WGS-00232,USA,2014,,6,5,"fosX, lin",,Fresh cheese curd
SRR1187589,SAMN02687564,VA-WGS-00233,USA,2014,,6,5,"fosX, lin",,Fresh cheese curd
SRR1187587,SAMN02687565,VA-WGS-00234,USA,2014,,6,5,"fosX, lin",,Fresh cheese curd
SRR1187440,SAMN02687566,VA-WGS-00235,USA,2014,,6,5,"fosX, lin",,Fresh cheese curd
SRR1187427,SAMN02687567,VA-WGS-00236,USA,2014,,6,5,"fosX, lin",,Fresh cheese curd
SRR1187445,SAMN02687568,VA-WGS-00237,USA,2014,,6,5,"fosX, lin",,Fresh cheese curd
SRR1187584,SAMN02687569,VA-WGS-00238,USA,2014,,6,5,"fosX, lin",,Fresh cheese curd
SRR1187420,SAMN02687570,VA-WGS-00239,USA,2014,,6,5,"fosX, lin",,Fresh cheese curd
SRR1187616,SAMN02687571,VA-WGS-00240,USA,2014,,6,5,"fosX, lin",,Fresh cheese curd
SRR1187425,SAMN02687572,VA-WGS-00241,USA,2014,,6,5,"fosX, lin",,Fresh cheese curd
SRR3945607,SAMN02922244,FDA507439-1,USA,2009,,7,1117,"abc-f, fosX, lin",,Alfalfa sprouts
SRR1818121,SAMN02419859,CFSAN003418,USA,2009,1/2a,7,573,"abc-f, fosX, lin",,Alfalfa sprout
SRR5380990,SAMN06642523,09B02323A-1,USA,2009,,7,573,"abc-f, fosX, lin",,Produce
SRR5380974,SAMN06642524,09B02865A-1,USA,2009,,7,573,"abc-f, fosX, lin",,Produce
SRR5380975,SAMN06642525,09B02866A-6,USA,2009,,7,573,"abc-f, fosX, lin",,Produce
SRR6325458,SAMN08097731,10B06453A-6,USA,2010,,7,573,"abc-f, fosX, lin",,Sprouts-alfalfa
SRR6325441,SAMN08097737,10B06691A-1,USA,2010,,7,573,"abc-f, fosX, lin",,Sprouts-alfalfa
SRR2051127,SAMN03761712,2009L-1018,USA,,,7,573,"abc-f, fosX, lin",,
SRR2051119,SAMN03761687,2009L-1105,USA,,,7,573,"abc-f, fosX, lin",,
SRR3945605,SAMN02922242,FDA507438-1,USA,2009,,7,573,"abc-f, fosX, lin",,Alfalfa sprouts
SRR3945606,SAMN02922243,FDA507438-5,USA,2009,,7,573,"abc-f, fosX, lin",,Alfalfa sprouts
SRR3945608,SAMN02922245,FDA507439-7,USA,2009,,7,573,"abc-f, fosX, lin",,Alfalfa sprouts
SRR7250809,SAMN02922249,FDA507442-11,USA,2009,,7,573,"abc-f, fosX, lin",,Environmental swab
SRR7241800,SAMN02922250,FDA507442-16,USA,2009,,7,573,"abc-f, fosX, lin",,Environmental swab
SRR7241086,SAMN08955918,FDA507442-S007-001,USA,2009,,7,573,"abc-f, fosX, lin",,Environmental swab
SRR7250104,SAMN08955921,FDA507442-S009-001,USA,2009,,7,573,"abc-f, fosX, lin",,Environmental swab
SRR7244050,SAMN08955912,FDA507442-S014-001,USA,2009,,7,573,"abc-f, fosX, lin",,Environmental swab
SRR7241802,SAMN08955914,FDA507442-S015-001,USA,2009,,7,573,"abc-f, fosX, lin",,Environmental swab
SRR7241798,SAMN08955917,FDA507442-S017-001,USA,2009,,7,573,"abc-f, fosX, lin",,Environmental swab
SRR7241723,SAMN08955931,FDA507442-S020-001,USA,2009,,7,573,"abc-f, fosX, lin",,Environmental swab
SRR7241799,SAMN08955932,FDA507442-S022-001,USA,2009,,7,573,"abc-f, fosX, lin",,Environmental swab
SRR7244218,SAMN08955899,FDA507442-S025-001,USA,2009,,7,573,"abc-f, fosX, lin",,Environmental swab
SRR7135033,SAMN08955923,FDA507442-S026-001,USA,2009,,7,573,"abc-f, fosX, lin",,Environmental swab
SRR7135031,SAMN08955928,FDA507442-S027-001,USA,2009,,7,573,"abc-f, fosX, lin",,Environmental swab
SRR7135032,SAMN08955925,FDA507442-S040-001,USA,2009,,7,573,"abc-f, fosX, lin",,Environmental swab
SRR7135196,SAMN08955916,FDA507442-S041-001,USA,2009,,7,573,"abc-f, fosX, lin",,Environmental swab
SRR7135141,SAMN08955919,FDA507442-S044-001,USA,2009,,7,573,"abc-f, fosX, lin",,Environmental swab
SRR7135136,SAMN09005340,FDA507442-S057-001,USA,2009,,7,573,"abc-f, fosX, lin",,Environmental swab
SRR7135394,SAMN09005346,FDA507442-S068-001,USA,2009,,7,573,"abc-f, fosX, lin",,Environmental swab
SRR7135489,SAMN08955913,FDA507442-S085-001,USA,2009,,7,573,"abc-f, fosX, lin",,Environmental swab
SRR7135618,SAMN09004970,FDA507442-S093-001,USA,2009,,7,573,"abc-f, fosX, lin",,Environmental swab
SRR7135613,SAMN08955900,FDA507442-S102-001,USA,2009,,7,573,"abc-f, fosX, lin",,Environmental swab
SRR7135614,SAMN08955901,FDA507442-S103-001,USA,2009,,7,573,"abc-f, fosX, lin",,Environmental swab
SRR3945609,SAMN02922246,FDA507443,USA,2009,,7,573,"abc-f, fosX, lin",,Alfalfa/clover sprouts in line sample
SRR3945612,SAMN05382642,FDA524840-1,USA,2009,,7,573,"abc-f, fosX, lin",,"BroccoSprouts Deli Blend a blend of broccoli, clover, and mustard sprouts."
SRR3945611,SAMN02922263,FDA524840-2,USA,2009,,7,573,"abc-f, fosX, lin",,Broccosprout blend
SRR3945613,SAMN05382643,FDA524840-3,USA,2009,,7,573,"abc-f, fosX, lin",,"BroccoSprouts Deli Blend a blend of broccoli, clover, and mustard sprouts."
SRR3945614,SAMN05382644,FDA524840-4,USA,2009,,7,573,"abc-f, fosX, lin",,"BroccoSprouts Deli Blend a blend of broccoli, clover, and mustard sprouts."
SRR3945615,SAMN05382645,FDA524840-5,USA,2009,,7,573,"abc-f, fosX, lin",,"BroccoSprouts Deli Blend a blend of broccoli, clover, and mustard sprouts."
SRR3945616,SAMN05382646,FDA524840-6,USA,2009,,7,573,"abc-f, fosX, lin",,"BroccoSprouts Deli Blend a blend of broccoli, clover, and mustard sprouts."
SRR3945610,SAMN02922264,FDA524844,USA,2009,,7,573,"abc-f, fosX, lin",,Crunchy sprout blend
SRR2051117,SAMN03761684,J5143,USA,,,7,573,"abc-f, fosX, lin",,
SRR2051118,SAMN03761685,J5146,USA,,,7,573,"abc-f, fosX, lin",,
SRR2051116,SAMN03761683,J5223,USA,,,7,573,"abc-f, fosX, lin",,
SRR2051120,SAMN03761688,J5358,USA,,,7,573,"abc-f, fosX, lin",,
SRR2051121,SAMN03761689,J5435,USA,,,7,573,"abc-f, fosX, lin",,
SRR2051122,SAMN03761690,J5451,USA,,,7,573,"abc-f, fosX, lin",,
SRR6957641,SAMN08134168,CFSAN072509,,,,7,573,"abc-f, fosX, lin",Homo sapiens,Clinical isolate
SRR6957614,SAMN08134271,CFSAN072510,,,,7,573,"abc-f, fosX, lin",Homo sapiens,Clinical isolate
SRR1805387,SAMN03277648,NRRL B-57565,,2009,,7,573,"abc-f, fosX, lin",Homo sapiens,Human
SRR1815978,SAMN03359267,BCW_3915,,,,7,573,"abc-f, fosX, lin",,
SRR3112463,SAMN04331090,LiDS0035,Canada,2009,,8,321,"fosX, lin",,"Environmental, Swab or Sampling; drain; building - Fish processing"
SRR3113984,SAMN04331136,LiDS0081,Canada,2009,,8,321,"fosX, lin",,Solid - Food; Food; Fish and Seafood Products; Fish and Seafood ProductsSmoked/cured - Smoked Fish - smoked salmon; Smoked
SRR3114006,SAMN04331145,LiDS0090,Canada,2009,,8,321,"fosX, lin",,Solid - Food; Food; Fish and Seafood Products; Smoked/cured - Smoked Fish - smoked salmon; Smoked
SRR3113962,SAMN04331153,LiDS0099,Canada,2009,,8,321,"fosX, lin",,Solid - Food; Food; Dairy Products; Heat processed (pasterized) - Ripened - Cheese made from pasteurized milk - Soft - Cream cheese; Ready-to-eat (RTE)
SRR3113978,SAMN04331156,LiDS0102,Canada,2009,,8,321,"fosX, lin",,Solid - Food; Food; Fish and Seafood Products; Smoked/cured - Smoked Fish - smoked salmon; Smoked
SRR3109065,SAMN04331257,LiDS0213,Canada,2011,,8,321,"fosX, lin",,Solid - Food; Food; Fish and Seafood Products; Smoked/cured - Smoked Fish - smoked salmon; Smoked
SRR5764949,SAMN05410576,Lm22,Canada,2009,,8,321,"fosX, lin",,Food processing environment
SRR5764950,SAMN05410577,Lm23,Canada,2009,,8,321,"fosX, lin",,Food processing environment
SRR5764863,SAMN05410582,Lm44,Canada,2009,,8,321,"fosX, lin",,Food processing environment
SRR2482357,SAMN03462165,CDPHFDLB-F14M01574.16-1,USA,2014,,8,321,"fosX, lin",,enviornmental swabs
SRR2482358,SAMN03462166,CDPHFDLB-F14M01574.16-2,USA,2014,,8,321,"fosX, lin",,enviornmental swabs
SRR2482359,SAMN03462167,CDPHFDLB-F14M01574.16-3,USA,2014,,8,321,"fosX, lin",,enviornmental swabs
SRR2482360,SAMN03462168,CDPHFDLB-F14M01574.16-4,USA,2014,,8,321,"fosX, lin",,enviornmental swabs
SRR6424984,SAMN08161552,CDPHFDLB-F15M02749,USA,2015,,8,321,"fosX, lin",,Environmental swab
SRR6425034,SAMN08161555,CDPHFDLB-F15M02766,USA,2015,,8,321,"fosX, lin",,Environmental swab
SRR6425041,SAMN08162098,CDPHFDLB-F15M02768,USA,2015,,8,321,"fosX, lin",,Environmental swab
SRR6425042,SAMN08162132,CDPHFDLB-F15M02769,USA,2015,,8,321,"fosX, lin",,Environmental swab
SRR3407805,SAMN04523261,CDPHFDLB-F1601052-022,USA,2016,,8,321,"fosX, lin",,Swab
SRR3407801,SAMN04523265,CDPHFDLB-F1601052-035,USA,2016,,8,321,"fosX, lin",,Swab
SRR3407799,SAMN04523267,CDPHFDLB-F1601052-085,USA,2016,,8,321,"fosX, lin",,Swab
SRR6425464,SAMN08161551,CDPHFDLB-F1603037-20a,USA,2016,,8,321,"fosX, lin",,Environmental swab
SRR1141151,SAMN02569943,CFSAN007925,USA,2013,,8,321,"fosX, lin",,Swab
SRR6451463,SAMN08276851,FDA1021244-S001-001,USA,2017,,8,321,"fosX, lin",,Environmental swab
SRR6451449,SAMN08276843,FDA1021244-S015-001,USA,2017,,8,321,"fosX, lin",,Environmental swab
SRR6451460,SAMN08276847,FDA1021244-S016-001,USA,2017,,8,321,"fosX, lin",,Environmental swab
SRR6451433,SAMN08276848,FDA1021244-S018-001,USA,2017,,8,321,"fosX, lin",,Environmental swab
SRR6451434,SAMN08276852,FDA1021244-S031-001,USA,2017,,8,321,"fosX, lin",,Environmental swab
SRR6451461,SAMN08276844,FDA1021244-S032-001,USA,2017,,8,321,"fosX, lin",,Environmental swab
SRR6451462,SAMN08276850,FDA1021244-S041-001,USA,2017,,8,321,"fosX, lin",,Environmental swab
SRR6664108,SAMN08390748,FDA1036487-S013-006,USA,2018,,8,321,"fosX, lin",,Environmental swab
SRR6663858,SAMN08390747,FDA1036487-S015-006,USA,2018,,8,321,"fosX, lin",,Environmental swab
SRR6664091,SAMN08390752,FDA1036487-S030-006,USA,2018,,8,321,"fosX, lin",,Environmental swab
SRR6664110,SAMN08390753,FDA1036487-S031-006,USA,2018,,8,321,"fosX, lin",,Environmental swab
SRR2982076,SAMN02922067,FDA317850-4,USA,2005,,8,321,"fosX, lin",,Conveyor on slicing machine
SRR3995876,SAMN02922080,FDA464288,USA,2011,,8,321,"fosX, lin",,Environmental samples
SRR5875193,SAMN02922021,FDA610470 64-1,USA,2011,,8,321,"fosX, lin",,Swab
SRR5875214,SAMN02922022,FDA610470 76-1,USA,2011,,8,321,"fosX, lin",,Swab
SRR5875407,SAMN02922023,FDA610470 77-1,USA,2011,,8,321,"fosX, lin",,Swab
SRR1586548,SAMN03015647,FDA844764 S1-1,USA,2014,,8,321,"fosX, lin",,Carrot sticks
SRR3122774,SAMN04435528,FDA894952-01,USA,2015,,8,321,"fosX, lin",,Environmental swabs
SRR3122775,SAMN04435529,FDA894952-04,USA,2015,,8,321,"fosX, lin",,Environmental swabs
SRR3122777,SAMN04435530,FDA894952-07,USA,2015,,8,321,"fosX, lin",,Environmental swabs
SRR3122778,SAMN04435531,FDA894952-09,USA,2015,,8,321,"fosX, lin",,Environmental swabs
SRR3122779,SAMN04435532,FDA894952-15,USA,2015,,8,321,"fosX, lin",,Environmental swabs
SRR3122780,SAMN04435533,FDA894952-16,USA,2015,,8,321,"fosX, lin",,Environmental swabs
SRR3122782,SAMN04435535,FDA894953-115,USA,2015,,8,321,"fosX, lin",,Environmental swabs
SRR4175258,SAMN05713751,FDA952037-032-002,USA,2016,,8,321,"fosX, lin",,Environmental swab
SRR4175260,SAMN05713750,FDA952037-032-010,USA,2016,,8,321,"fosX, lin",,Environmental swab
SRR5680745,SAMN07218990,FDA976213-S068-001,USA,2017,,8,321,"fosX, lin",,Environmental swab
SRR5680755,SAMN07218986,FDA976213-S070-001,USA,2017,,8,321,"fosX, lin",,Environmental swab
SRR5680751,SAMN07218982,FDA976213-S077-001,USA,2017,,8,321,"fosX, lin",,Environmental swab
SRR5680758,SAMN07218971,FDA976214-S102-001,USA,2017,,8,321,"fosX, lin",,Environmental swab
